7.63,215.66,3
7.67,215.66,3
7.67,215.66,3
9.07,187.5,3
17.92,187.5,3
4.48,187.5,3
36.16,109.94,3
10.45,81.02,3
5.55,81.02,3
16.1,73.11,3
16.21,73.11,3
16.19,73.11,3
7.98,73.11,3
17,71.08,3
17.01,71.08,3
14.45,69.8,3
10.21,62.83,3
6.8,54.56,3
6.8,54.55,3
53.76,54.52,3
6.78,54.52,3
6.78,54.52,3
13.56,47.64,2
13.61,47.64,2
10.21,47.46,2
17.57,46.05,2
17.58,46.04,2
14.78,42.58,2
22.61,42.19,2
15.03,42.17,2
14.74,39.24,2
14.69,39.23,2
14.69,39.23,2
15.87,38.88,2
8.96,38.88,2
11.84,38.32,2
16.67,38.31,2
16.67,38.31,2
16.67,37.5,2
16.73,37.49,2
17,36.83,2
17.01,36.83,2
20.29,36.35,2
13.24,28.71,2
22.6,26.98,2
15.02,26.24,2
8.48,26.24,2
17.8,25.63,2
17.8,25.63,2
10.08,25.63,2
16.16,24.88,2
17.8,22.3,2
7.06,22.04,2
7.1,22.04,2
7.09,22.03,2
15,21.08,2
7.08,21.08,2
15.84,19.88,2
18.65,18.83,2
18.71,18.83,2
20.13,17.79,2
11.36,17.79,2
14.74,17.47,2
8.32,17.47,2
15.58,16.53,2
15.58,16.53,2
10.56,16.27,2
14.13,15.82,2
14.18,15.81,2
17.8,14.85,2
17.86,14.85,2
11.87,13.64,2
14.41,12.95,2
16.95,12.48,2
9.44,11.7,2
19.27,11.04,2
19.27,11.04,2
11.36,10.87,2
11.34,10.87,2
11.3,10.86,2
9.76,10.43,2
17.23,10.42,2
16.95,10.12,2
16.95,10.12,2
17.85,9.62,1
17.86,9.62,1
12.43,8.3,1
12.43,8.3,1
53.04,8.2,1
22.09,8.2,1
13.75,7.36,1
19.56,7.27,1
19.49,7.26,1
9.61,6.73,1
19.04,6.73,1
14.35,6.48,1
9.22,5.86,1
15.9,5.78,1
15.9,5.78,1
15.88,5.78,1
15.6,5.31,1
14.38,5.15,1
14.38,5.15,1
13.1,4.91,1
11.58,4.49,1
11.62,4.49,1
11.58,4.49,1
6.56,4.48,1
20.12,4.44,1
20.13,4.44,1
11.58,4.4,1
11.58,4.4,1
32.6,4.39,1
14.92,4.35,1
32.6,4.31,1
14.92,4.23,1
14.41,4.14,1
14.46,4.14,1
13.02,4.09,1
15.29,4.02,1
10.37,4.02,1
28.68,4.01,1
14.69,3.99,1
14.66,3.99,1
12.47,3.98,1
12.47,3.98,1
9.82,3.94,1
6.88,3.93,1
12.18,3.93,1
22.23,3.79,1
19.55,3.76,1
23.45,3.7,1
19.63,3.66,1
15.39,3.63,1
14.69,3.63,1
23.94,3.6,1
14.69,3.48,1
13.32,3.48,1
14.66,3.48,1
16.67,3.45,1
10.48,3.45,1
16.67,3.45,1
10.48,3.45,1
11.66,3.38,1
6.56,3.38,1
11.64,3.38,1
22.78,3.33,1
17.85,3.25,1
17.86,3.25,1
18.65,3.07,1
13.18,2.92,1
22.68,2.9,1
19.28,2.76,1
18.43,2.76,1
9.75,2.76,1
19.55,2.7,1
20.13,2.7,1
20.06,2.7,1
18.98,2.69,1
18.99,2.69,1
22.8,2.66,1
8.55,2.66,1
16.1,2.66,1
18.98,2.58,1
18.98,2.58,1
18.7,2.54,1
16.1,2.41,1
32.38,2.41,1
16.09,2.41,1
17.1,2.41,1
28.63,2.4,1
15.15,2.4,1
26.41,2.39,1
26.37,2.39,1
30.39,2.34,1
30.39,2.34,1
16.43,2.33,1
16.44,2.31,1
29.25,2.25,1
29.25,2.25,1
14.74,2.22,1
18.36,2.21,1
18.36,2.21,1
30.28,2.19,1
20.97,2.16,1
13.25,2.08,1
31.52,2.05,1
22.02,2.03,1
11.4,2.03,1
22.04,2.03,1
18.35,2.02,1
18.36,2.02,1
21.31,2.02,1
17.57,2,1
10.2,2,1
15.9,2,1
17.58,2,1
30.1,2,1
21.19,1.98,1
35.15,1.96,1
21.75,1.94,1
10.2,1.86,1
35.44,1.85,1
22.96,1.83,1
12.15,1.83,1
23.25,1.76,1
36.64,1.76,1
18.42,1.72,1
18.43,1.72,1
20.46,1.56,1
18.33,1.55,1
24.01,1.53,1
24.1,1.53,1
21.26,1.52,1
18.14,1.52,1
24.38,1.51,1
24.37,1.51,1
17.86,1.49,1
13.56,1.41,1
22.4,1.35,1
14.46,1.31,1
42.32,1.29,1
42.24,1.29,1
22.32,1.22,1
22.1,1.21,1
14.74,1.21,1
22.4,1.18,1
11.85,1.18,1
53.39,1.05,1
51.69,1.01,1
18.4,0.89,1
22.1,0.49,1
